 ,Label,Area,Mean,Min,Max,X,Y,Slice
277,Snapshots qualité:20141126_055349_a877_00408ca694a0_c,0,110,110,110,865.633,748.242,382
278,Snapshots qualité:20141126_175347_966d_00408ca694a0_c,0,190,190,190,1177.996,434.858,384
279,Snapshots qualité:20141126_235346_86c1_00408ca694a0_c,0,139,139,139,1029.981,609.414,385
280,Snapshots qualité:20141126_235346_86c1_00408ca694a0_c,0,210,210,210,917.694,737.013,385
281,Snapshots qualité:20141127_055345_89a2_00408ca694a0_c,0,176,176,176,1077.958,612.476,386
282,Snapshots qualité:20141127_115345_9278_00408ca694a0_c,0,47,47,47,1397.467,84.726,387
283,Snapshots qualité:20141127_115345_9278_00408ca694a0_c,0,191,191,191,875.841,684.953,387
284,Snapshots qualité:20141127_115345_9278_00408ca694a0_c,0,100,100,100,770.699,1055.501,387
285,Snapshots qualité:20141127_235342_abe2_00408ca694a0_c,0,75,75,75,761.512,1072.854,389
286,Snapshots qualité:20141128_055341_bfe8_00408ca694a0_c,0,93,93,93,761.512,1070.813,390
287,Snapshots qualité:20141128_175341_a877_00408ca694a0_c,0,132,132,132,763.554,1044.272,392
288,Snapshots qualité:20141128_175341_a877_00408ca694a0_c,0,116,116,116,1120.832,837.051,392
289,Snapshots qualité:20141128_175341_a877_00408ca694a0_c,0,201,201,201,1120.832,640.038,392
290,Snapshots qualité:20141128_235339_86c1_00408ca694a0_c,0,203,203,203,1049.376,824.802,393
291,Snapshots qualité:20141128_235339_86c1_00408ca694a0_c,0,176,176,176,926.881,585.936,393
292,Snapshots qualité:20141129_115338_97dc_00408ca694a0_c,0,166,166,166,632.892,1002.420,395
293,Snapshots qualité:20141129_115338_97dc_00408ca694a0_c,0,129,129,129,854.405,682.911,395
294,Snapshots qualité:20141129_175336_b50c_00408ca694a0_c,0,136,136,136,630.851,996.295,396
295,Snapshots qualité:20141129_175336_b50c_00408ca694a0_c,0,160,160,160,1076.938,631.871,396
296,Snapshots qualité:20141129_175336_b50c_00408ca694a0_c,0,198,198,198,938.110,702.306,396
297,Snapshots qualité:20141130_055334_88dd_00408ca694a0_c,0,192,192,192,1089.187,550.208,398
298,Snapshots qualité:20141130_055334_88dd_00408ca694a0_c,0,198,198,198,1072.854,614.518,398
299,Snapshots qualité:20141130_055334_88dd_00408ca694a0_c,0,206,206,206,928.922,710.473,398
300,Snapshots qualité:20141130_235333_86c1_00408ca694a0_c,0,135,135,135,1250.473,476.711,401
301,Snapshots qualité:20141130_235333_86c1_00408ca694a0_c,0,134,134,134,1122.873,467.524,401
302,Snapshots qualité:20141203_055325_9754_00408ca694a0_c,0,122,122,122,1054.480,835.009,403
303,Snapshots qualité:20141203_115324_9303_00408ca694a0_c,0,159,159,159,896.257,752.325,404
304,Snapshots qualité:20141203_175324_a915_00408ca694a0_c,0,169,169,169,750.284,790.095,405
305,Snapshots qualité:20141203_235322_86c1_00408ca694a0_c,0,164,164,164,768.658,863.592,406
306,Snapshots qualité:20141203_235322_86c1_00408ca694a0_c,0,105,105,105,903.403,744.159,406
307,Snapshots qualité:20141204_055321_850c_00408ca694a0_c,0,175,175,175,917.694,790.095,407
308,Snapshots qualité:20141204_055321_850c_00408ca694a0_c,0,172,172,172,892.174,706.389,407
309,Snapshots qualité:20141204_055321_850c_00408ca694a0_c,0,181,181,181,1048.355,811.531,407
310,Snapshots qualité:20141204_115321_86c1_00408ca694a0_c,0,206,206,206,873.800,762.533,408
311,Snapshots qualité:20141204_115321_86c1_00408ca694a0_c,0,174,174,174,1032.023,523.667,408
312,Snapshots qualité:20141204_115321_86c1_00408ca694a0_c,0,207,207,207,1008.544,805.406,408
313,Snapshots qualité:20141204_175320_966d_00408ca694a0_c,0,214,214,214,873.800,762.533,409
314,Snapshots qualité:20141204_175320_966d_00408ca694a0_c,0,178,178,178,1050.397,597.164,409
315,Snapshots qualité:20141204_175320_966d_00408ca694a0_c,0,186,186,186,1055.501,833.989,409
316,Snapshots qualité:20141204_175320_966d_00408ca694a0_c,0,140,140,140,1104.499,970.775,409
317,Snapshots qualité:20141204_235319_8c7f_00408ca694a0_c,0,191,191,191,974.858,762.533,410
318,Snapshots qualité:20141204_235319_8c7f_00408ca694a0_c,0,217,217,217,769.679,781.928,410
319,Snapshots qualité:20141204_235319_8c7f_00408ca694a0_c,0,182,182,182,1120.832,991.191,410
320,Snapshots qualité:20141205_055317_93df_00408ca694a0_c,0,183,183,183,870.737,796.219,411
321,Snapshots qualité:20141205_175317_bbc1_00408ca694a0_c,0,182,182,182,915.652,730.888,412
322,Snapshots qualité:20141205_235315_9520_00408ca694a0_c,0,197,197,197,783.970,772.741,413
323,Snapshots qualité:20141206_055315_bbc1_00408ca694a0_c,0,107,107,107,1516.900,624.726,414
324,Snapshots qualité:20141206_115314_850c_00408ca694a0_c,0,91,91,91,1105.520,994.253,415
325,Snapshots qualité:20141206_115314_850c_00408ca694a0_c,0,161,161,161,1056.522,599.206,415
326,Snapshots qualité:20141206_175313_9520_00408ca694a0_c,0,182,182,182,931.985,743.138,416
327,Snapshots qualité:20141206_175313_9520_00408ca694a0_c,0,199,199,199,979.962,678.828,416
328,Snapshots qualité:20141206_235312_9520_00408ca694a0_c,0,195,195,195,1054.480,828.885,417
329,Snapshots qualité:20141206_235312_9520_00408ca694a0_c,0,71,71,71,791.115,858.488,417
330,Snapshots qualité:20141207_055312_903f_00408ca694a0_c,0,198,198,198,1053.459,827.864,418
331,Snapshots qualité:20141207_055312_903f_00408ca694a0_c,0,119,119,119,795.198,854.405,418
332,Snapshots qualité:20141207_115311_903f_00408ca694a0_c,0,189,189,189,1134.102,833.989,419
333,Snapshots qualité:20141207_175309_bbff_00408ca694a0_c,0,209,209,209,1045.293,824.802,420
334,Snapshots qualité:20141207_175309_bbff_00408ca694a0_c,0,199,199,199,929.943,746.200,420
335,Snapshots qualité:20141207_235310_86c1_00408ca694a0_c,0,159,159,159,1151.456,773.762,421
336,Snapshots qualité:20141207_235310_86c1_00408ca694a0_c,0,189,189,189,928.922,735.992,421
337,Snapshots qualité:20141207_235310_86c1_00408ca694a0_c,0,196,196,196,1025.898,584.915,421
338,Snapshots qualité:20141208_175306_93df_00408ca694a0_c,0,194,194,194,923.819,715.577,423
339,Snapshots qualité:20141208_235305_b9c8_00408ca694a0_c,0,175,175,175,915.652,737.013,424
340,Snapshots qualité:20141208_235305_b9c8_00408ca694a0_c,0,197,197,197,1049.376,823.781,424
341,Snapshots qualité:20141209_055304_a7c0_00408ca694a0_c,0,166,166,166,913.611,732.930,425
342,Snapshots qualité:20141209_115303_9cff_00408ca694a0_c,0,204,204,204,921.777,716.597,426
343,Snapshots qualité:20141209_175303_abe2_00408ca694a0_c,0,157,157,157,924.839,710.473,427
344,Snapshots qualité:20141209_175303_abe2_00408ca694a0_c,0,207,207,207,866.654,791.115,427
345,Snapshots qualité:20141209_235302_9cff_00408ca694a0_c,0,201,201,201,955.463,753.346,428
346,Snapshots qualité:20141209_235302_9cff_00408ca694a0_c,0,125,125,125,1026.919,956.484,428
347,Snapshots qualité:20141209_235302_9cff_00408ca694a0_c,0,131,131,131,992.212,884.008,428
348,Snapshots qualité:20141210_055302_8522_00408ca694a0_c,0,185,185,185,1071.834,812.552,429
349,Snapshots qualité:20141210_055302_8522_00408ca694a0_c,0,198,198,198,882.987,760.492,429
350,Snapshots qualité:20141210_115301_abe2_00408ca694a0_c,0,204,204,204,1004.461,695.161,430
351,Snapshots qualité:20141210_175259_bb7c_00408ca694a0_c,0,185,185,185,935.047,723.743,431
352,Snapshots qualité:20141210_235259_90b2_00408ca694a0_c,0,192,192,192,935.047,753.346,432
353,Snapshots qualité:20141211_055258_9754_00408ca694a0_c,0,196,196,196,951.380,760.492,433
354,Snapshots qualité:20141211_115257_a429_00408ca694a0_c,0,194,194,194,873.800,771.720,434
355,Snapshots qualité:20141211_175256_bfe8_00408ca694a0_c,0,170,170,170,802.344,949.338,435
356,Snapshots qualité:20141211_175256_bfe8_00408ca694a0_c,0,154,154,154,1063.667,574.707,435
357,Snapshots qualité:20141212_175252_bbff_00408ca694a0_c,0,174,174,174,1088.166,821.739,437
358,Snapshots qualité:20141213_115250_93df_00408ca694a0_c,0,172,172,172,921.777,741.096,438
359,Snapshots qualité:20141214_055248_90b2_00408ca694a0_c,0,167,167,167,921.777,741.096,439
360,Snapshots qualité:20141214_175246_850c_00408ca694a0_c,0,171,171,171,998.336,692.098,441
361,Snapshots qualité:20141215_115243_8c7f_00408ca694a0_c,0,175,175,175,922.798,715.577,442
362,Snapshots qualité:20141215_115243_8c7f_00408ca694a0_c,0,203,203,203,1024.877,422.609,442
363,Snapshots qualité:20141215_175242_bb7c_00408ca694a0_c,0,163,163,163,943.214,748.242,443
364,Snapshots qualité:20141215_235242_a831_00408ca694a0_c,0,173,173,173,953.422,750.284,444
365,Snapshots qualité:20141216_055241_8c7f_00408ca694a0_c,0,168,168,168,870.737,779.887,445
366,Snapshots qualité:20141216_055241_8c7f_00408ca694a0_c,0,186,186,186,1032.023,838.072,445
367,Snapshots qualité:20141216_115241_86c1_00408ca694a0_c,0,180,180,180,949.338,761.512,446
368,Snapshots qualité:20141216_115241_86c1_00408ca694a0_c,0,172,172,172,1063.667,844.197,446
369,Snapshots qualité:20141216_115241_86c1_00408ca694a0_c,0,217,217,217,1039.168,581.853,446
370,Snapshots qualité:20141216_175239_9036_00408ca694a0_c,0,183,183,183,891.153,766.616,447
371,Snapshots qualité:20141216_175239_9036_00408ca694a0_c,0,165,165,165,1063.667,844.197,447
372,Snapshots qualité:20141216_175239_9036_00408ca694a0_c,0,131,131,131,1034.064,577.769,447
373,Snapshots qualité:20141217_055237_abe2_00408ca694a0_c,0,185,185,185,1047.335,829.905,448
374,Snapshots qualité:20141217_055237_abe2_00408ca694a0_c,0,189,189,189,884.008,765.595,448
375,Snapshots qualité:20141217_115236_b14c_00408ca694a0_c,0,181,181,181,1047.335,829.905,449
376,Snapshots qualité:20141217_115236_b14c_00408ca694a0_c,0,127,127,127,860.529,754.367,449
377,Snapshots qualité:20141217_115236_b14c_00408ca694a0_c,0,51,51,51,809.490,845.217,449
378,Snapshots qualité:20141217_175236_a61e_00408ca694a0_c,0,132,132,132,895.236,744.159,450
379,Snapshots qualité:20141217_235236_86c1_00408ca694a0_c,0,113,113,113,895.236,744.159,451
380,Snapshots qualité:20141217_235236_86c1_00408ca694a0_c,0,179,179,179,1055.501,588.998,451
381,Snapshots qualité:20141218_055234_b6aa_00408ca694a0_c,0,101,101,101,895.236,744.159,452
382,Snapshots qualité:20141218_055234_b6aa_00408ca694a0_c,0,185,185,185,1055.501,598.185,452
383,Snapshots qualité:20141218_115233_bd7f_00408ca694a0_c,0,188,188,188,943.214,756.408,453
384,Snapshots qualité:20141218_115233_bd7f_00408ca694a0_c,0,153,153,153,1070.813,618.601,453
385,Snapshots qualité:20141218_115233_bd7f_00408ca694a0_c,0,174,174,174,1047.335,840.113,453
386,Snapshots qualité:20141218_175233_88dd_00408ca694a0_c,0,148,148,148,899.319,753.346,454
387,Snapshots qualité:20141218_175233_88dd_00408ca694a0_c,0,183,183,183,1058.563,832.968,454
388,Snapshots qualité:20141218_235233_903f_00408ca694a0_c,0,175,175,175,875.841,757.429,455
389,Snapshots qualité:20141218_235233_903f_00408ca694a0_c,0,180,180,180,1058.563,832.968,455
390,Snapshots qualité:20141219_055231_90b2_00408ca694a0_c,0,125,125,125,896.257,742.117,456
391,Snapshots qualité:20141219_115230_8359_00408ca694a0_c,0,174,174,174,938.110,712.514,457
392,Snapshots qualité:20141219_115230_8359_00408ca694a0_c,0,180,180,180,1056.522,832.968,457
393,Snapshots qualité:20141219_175229_93df_00408ca694a0_c,0,181,181,181,1067.750,613.497,458
394,Snapshots qualité:20141219_175229_93df_00408ca694a0_c,0,177,177,177,1056.522,832.968,458
395,Snapshots qualité:20141219_235228_8359_00408ca694a0_c,0,166,166,166,1056.522,604.310,459
396,Snapshots qualité:20141219_235228_8359_00408ca694a0_c,0,197,197,197,947.297,750.284,459
397,Snapshots qualité:20141220_055227_bbff_00408ca694a0_c,0,163,163,163,1048.355,593.081,460
398,Snapshots qualité:20141220_055227_bbff_00408ca694a0_c,0,177,177,177,945.255,769.679,460
399,Snapshots qualité:20141220_055227_bbff_00408ca694a0_c,0,174,174,174,1047.335,826.843,460
400,Snapshots qualité:20141220_115226_86c1_00408ca694a0_c,0,180,180,180,1035.085,562.457,461
401,Snapshots qualité:20141220_115226_86c1_00408ca694a0_c,0,180,180,180,986.087,746.200,461
402,Snapshots qualité:20141220_115226_86c1_00408ca694a0_c,0,92,92,92,953.422,971.796,461
403,Snapshots qualité:20141220_175226_a831_00408ca694a0_c,0,148,148,148,1034.064,590.019,462
404,Snapshots qualité:20141220_235225_86c1_00408ca694a0_c,0,136,136,136,1050.397,530.813,463
405,Snapshots qualité:20141220_235225_86c1_00408ca694a0_c,0,172,172,172,1068.771,606.352,463
406,Snapshots qualité:20141220_235225_86c1_00408ca694a0_c,0,68,68,68,1017.732,858.488,463
407,Snapshots qualité:20141220_235225_86c1_00408ca694a0_c,0,220,220,220,871.758,756.408,463
408,Snapshots qualité:20141221_115223_9036_00408ca694a0_c,0,148,148,148,798.261,801.323,465
409,Snapshots qualité:20141221_175222_9520_00408ca694a0_c,0,131,131,131,1151.456,758.450,466
410,Snapshots qualité:20141221_235221_903f_00408ca694a0_c,0,210,210,210,1055.501,602.268,467
411,Snapshots qualité:20141222_055220_b50c_00408ca694a0_c,0,147,147,147,1091.229,856.446,468
412,Snapshots qualité:20141222_175220_bfe8_00408ca694a0_c,0,117,117,117,1268.847,457.316,470
413,Snapshots qualité:20141222_235219_88bd_00408ca694a0_c,0,123,123,123,1096.333,548.166,471
414,Snapshots qualité:20141222_235219_88bd_00408ca694a0_c,0,184,184,184,1063.667,613.497,471
415,Snapshots qualité:20141222_235219_88bd_00408ca694a0_c,0,184,184,184,865.633,805.406,471
416,Snapshots qualité:20141223_055217_8359_00408ca694a0_c,0,153,153,153,1031.002,719.660,472
417,Snapshots qualité:20141223_115216_89a2_00408ca694a0_c,0,144,144,144,1077.958,605.331,473
418,Snapshots qualité:20141223_115216_89a2_00408ca694a0_c,0,160,160,160,880.945,763.554,473
419,Snapshots qualité:20141223_175217_a877_00408ca694a0_c,0,155,155,155,1015.690,544.083,474
420,Snapshots qualité:20141224_235211_ba8d_00408ca694a0_c,0,159,159,159,943.214,863.592,478
421,Snapshots qualité:20141225_055210_86d0_00408ca694a0_c,0,137,137,137,925.860,671.682,479
422,Snapshots qualité:20141225_055210_86d0_00408ca694a0_c,0,193,193,193,1042.231,591.040,479
423,Snapshots qualité:20141225_175209_a7c0_00408ca694a0_c,0,150,150,150,879.924,768.658,481
424,Snapshots qualité:20141225_175209_a7c0_00408ca694a0_c,0,141,141,141,1052.439,605.331,481
425,Snapshots qualité:20141225_175209_a7c0_00408ca694a0_c,0,143,143,143,771.720,1037.127,481
426,Snapshots qualité:20141225_235208_b24a_00408ca694a0_c,0,161,161,161,924.839,721.701,482
427,Snapshots qualité:20141225_235208_b24a_00408ca694a0_c,0,213,213,213,1047.335,595.123,482
428,Snapshots qualité:20141225_235208_b24a_00408ca694a0_c,0,97,97,97,724.764,1020.794,482
429,Snapshots qualité:20141226_055207_8483_00408ca694a0_c,0,159,159,159,1121.853,467.524,483
430,Snapshots qualité:20141226_115206_9036_00408ca694a0_c,0,149,149,149,1073.875,609.414,484
431,Snapshots qualité:20141226_115206_9036_00408ca694a0_c,0,140,140,140,948.318,999.357,484
432,Snapshots qualité:20141226_115206_9036_00408ca694a0_c,0,159,159,159,891.153,742.117,484
433,Snapshots qualité:20141226_175205_8868_00408ca694a0_c,0,149,149,149,1089.187,475.690,485
434,Snapshots qualité:20141226_175205_8868_00408ca694a0_c,0,175,175,175,1006.503,906.465,485
435,Snapshots qualité:20141226_235206_bcbf_00408ca694a0_c,0,148,148,148,950.359,975.879,486
436,Snapshots qualité:20141226_235206_bcbf_00408ca694a0_c,0,147,147,147,979.962,884.008,486
437,Snapshots qualité:20141227_055204_903f_00408ca694a0_c,0,81,81,81,1052.439,997.316,487
438,Snapshots qualité:20141227_055204_903f_00408ca694a0_c,0,191,191,191,996.295,738.034,487
439,Snapshots qualité:20141227_055204_903f_00408ca694a0_c,0,137,137,137,1072.854,619.622,487
440,Snapshots qualité:20141227_055204_903f_00408ca694a0_c,0,123,123,123,1057.542,520.605,487
441,Snapshots qualité:20141227_115203_903f_00408ca694a0_c,0,113,113,113,776.824,829.905,488
442,Snapshots qualité:20141228_055200_86c1_00408ca694a0_c,0,153,153,153,1045.293,593.081,490
443,Snapshots qualité:20141228_175159_9520_00408ca694a0_c,0,129,129,129,809.490,158.223,492
444,Snapshots qualité:20141228_235158_bbff_00408ca694a0_c,0,97,97,97,956.484,253.157,493
445,Snapshots qualité:20141230_115154_90b2_00408ca694a0_c,0,165,165,165,1084.083,621.664,496
446,Snapshots qualité:20141230_115154_90b2_00408ca694a0_c,0,190,190,190,1064.688,929.943,496
447,Snapshots qualité:20141230_175153_a877_00408ca694a0_c,0,155,155,155,1071.834,615.539,497
448,Snapshots qualité:20141230_175153_a877_00408ca694a0_c,0,144,144,144,993.233,885.028,497
449,Snapshots qualité:20141230_235151_86c1_00408ca694a0_c,0,183,183,183,922.798,800.302,498
450,Snapshots qualité:20141231_055150_abe2_00408ca694a0_c,0,129,129,129,1082.042,920.756,499
451,Snapshots qualité:20141231_055150_abe2_00408ca694a0_c,0,156,156,156,1056.522,567.561,499
452,Snapshots qualité:20141231_235148_bd7f_00408ca694a0_c,0,138,138,138,1188.204,389.943,500
453,Snapshots qualité:20141231_235148_bd7f_00408ca694a0_c,0,141,141,141,1064.688,600.227,500
454,Snapshots qualité:20141231_235148_bd7f_00408ca694a0_c,0,180,180,180,1039.168,898.299,500
455,Snapshots qualité:20150101_055147_9036_00408ca694a0_c,0,203,203,203,1148.393,473.648,501
456,Snapshots qualité:20150101_055147_9036_00408ca694a0_c,0,193,193,193,958.526,729.868,501
457,Snapshots qualité:20150101_055147_9036_00408ca694a0_c,0,157,157,157,1038.147,847.259,501
458,Snapshots qualité:20150101_115146_abe2_00408ca694a0_c,0,174,174,174,986.087,887.070,502
459,Snapshots qualité:20150101_115146_abe2_00408ca694a0_c,0,146,146,146,1056.522,915.652,502
460,Snapshots qualité:20150101_175145_b6aa_00408ca694a0_c,0,161,161,161,950.359,538.979,503
461,Snapshots qualité:20150101_235144_8e7c_00408ca694a0_c,0,170,170,170,1085.104,661.474,504
462,Snapshots qualité:20150102_055144_93df_00408ca694a0_c,0,206,206,206,872.779,764.575,505
463,Snapshots qualité:20150102_055144_93df_00408ca694a0_c,0,182,182,182,1056.522,949.338,505
464,Snapshots qualité:20150102_115143_b50c_00408ca694a0_c,0,195,195,195,872.779,760.492,506
465,Snapshots qualité:20150102_115143_b50c_00408ca694a0_c,0,164,164,164,1040.189,567.561,506
466,Snapshots qualité:20150103_055140_9cff_00408ca694a0_c,0,140,140,140,799.282,821.739,509
467,Snapshots qualité:20150103_055140_9cff_00408ca694a0_c,0,144,144,144,1037.127,555.312,509
468,Snapshots qualité:20150103_055140_9cff_00408ca694a0_c,0,147,147,147,793.157,564.499,509
469,Snapshots qualité:20150103_115139_b50c_00408ca694a0_c,0,88,88,88,1081.021,412.401,510
470,Snapshots qualité:20150103_115139_b50c_00408ca694a0_c,0,165,165,165,1073.875,618.601,510
471,Snapshots qualité:20150103_175138_bd7f_00408ca694a0_c,0,184,184,184,1045.293,576.749,511
472,Snapshots qualité:20150103_235138_9303_00408ca694a0_c,0,155,155,155,1047.335,591.040,512
473,Snapshots qualité:20150104_055138_a8e2_00408ca694a0_c,0,145,145,145,1073.875,612.476,513
474,Snapshots qualité:20150104_175135_90b2_00408ca694a0_c,0,144,144,144,1069.792,612.476,515
475,Snapshots qualité:20150104_115136_b611_00408ca694a0_c,0,147,147,147,1073.875,614.518,514
476,Snapshots qualité:20150104_235134_89a2_00408ca694a0_c,0,137,137,137,1003.440,557.354,516
477,Snapshots qualité:20150105_055133_86c1_00408ca694a0_c,0,130,130,130,1072.854,612.476,517
478,Snapshots qualité:20150105_115133_88dd_00408ca694a0_c,0,168,168,168,1034.064,751.304,518
479,Snapshots qualité:20150108_115122_bbff_00408ca694a0_c,0,191,191,191,1064.688,609.414,520
480,Snapshots qualité:20150108_175122_bf19_00408ca694a0_c,0,130,130,130,1064.688,609.414,521
481,Snapshots qualité:20150109_235118_9cf9_00408ca694a0_c,0,126,126,126,1086.125,620.643,524
482,Snapshots qualité:20150109_235118_9cf9_00408ca694a0_c,0,178,178,178,1035.085,801.323,524
483,Snapshots qualité:20150110_055117_acd9_00408ca694a0_c,0,176,176,176,1041.210,603.289,525
484,Snapshots qualité:20150110_055117_acd9_00408ca694a0_c,0,173,173,173,998.336,705.369,525
485,Snapshots qualité:20150111_235111_b6aa_00408ca694a0_c,0,156,156,156,799.282,801.323,526
486,Snapshots qualité:20150113_175106_bfe8_00408ca694a0_c,0,140,140,140,1062.646,618.601,527
487,Snapshots qualité:20150115_175058_99f5_00408ca694a0_c,0,147,147,147,1055.501,575.728,528
488,Snapshots qualité:20150115_235057_a986_00408ca694a0_c,0,166,166,166,1056.522,609.414,529
489,Snapshots qualité:20150116_055056_9cff_00408ca694a0_c,0,229,229,229,1045.293,600.227,530
490,Snapshots qualité:20150116_055056_9cff_00408ca694a0_c,0,67,67,67,1004.461,390.964,530
491,Snapshots qualité:20150116_115056_a986_00408ca694a0_c,0,181,181,181,1047.335,600.227,531
492,Snapshots qualité:20150116_115056_a986_00408ca694a0_c,0,112,112,112,964.650,253.157,531
493,Snapshots qualité:20150116_175055_bf19_00408ca694a0_c,0,223,223,223,1050.397,594.102,532
494,Snapshots qualité:20150116_175055_bf19_00408ca694a0_c,0,194,194,194,928.922,528.771,532
495,Snapshots qualité:20150116_235054_9036_00408ca694a0_c,0,142,142,142,1084.083,662.495,533
496,Snapshots qualité:20150116_235054_9036_00408ca694a0_c,0,64,64,64,806.427,805.406,533
497,Snapshots qualité:20150117_115053_bb7c_00408ca694a0_c,0,210,210,210,857.467,769.679,535
498,Snapshots qualité:20150118_175048_acb7_00408ca694a0_c,0,213,213,213,935.047,749.263,537
499,Snapshots qualité:20150118_235047_a1d0_00408ca694a0_c,0,236,236,236,833.989,779.887,538
500,Snapshots qualité:20150118_235047_a1d0_00408ca694a0_c,0,149,149,149,922.798,658.412,538
501,Snapshots qualité:20150119_055046_8868_00408ca694a0_c,0,218,218,218,914.631,747.221,539
502,Snapshots qualité:20150119_115046_acd9_00408ca694a0_c,0,188,188,188,912.590,735.992,540
503,Snapshots qualité:20150119_175045_86d0_00408ca694a0_c,0,195,195,195,872.779,757.429,541
504,Snapshots qualité:20150119_235044_aa1b_00408ca694a0_c,0,188,188,188,831.947,778.866,542
505,Snapshots qualité:20150120_055044_90b2_00408ca694a0_c,0,97,97,97,1087.146,648.204,543
506,Snapshots qualité:20150120_175041_acd9_00408ca694a0_c,0,169,169,169,1058.563,605.331,545
507,Snapshots qualité:20150120_175041_acd9_00408ca694a0_c,0,105,105,105,902.382,745.180,545
508,Snapshots qualité:20150120_235042_bb7c_00408ca694a0_c,0,180,180,180,1027.939,805.406,546
509,Snapshots qualité:20150120_235042_bb7c_00408ca694a0_c,0,124,124,124,1066.730,619.622,546
510,Snapshots qualité:20150121_055041_b14c_00408ca694a0_c,0,133,133,133,1043.251,610.435,547
511,Snapshots qualité:20150121_055041_b14c_00408ca694a0_c,0,112,112,112,988.129,873.800,547
512,Snapshots qualité:20150121_175038_b50c_00408ca694a0_c,0,167,167,167,1037.127,591.040,549
513,Snapshots qualité:20150121_175038_b50c_00408ca694a0_c,0,94,94,94,796.219,840.113,549
514,Snapshots qualité:20150122_175035_86d0_00408ca694a0_c,0,144,144,144,1075.917,617.580,550
515,Snapshots qualité:20150124_055030_bb7c_00408ca694a0_c,0,124,124,124,1156.560,602.268,555
516,Snapshots qualité:20150124_115030_8359_00408ca694a0_c,0,172,172,172,1057.542,395.047,556
517,Snapshots qualité:20150124_175028_b14c_00408ca694a0_c,0,196,196,196,1092.250,438.941,557
518,Snapshots qualité:20150124_235027_9cff_00408ca694a0_c,0,148,148,148,1054.480,592.060,558
519,Snapshots qualité:20150125_055027_bf19_00408ca694a0_c,0,127,127,127,1155.539,600.227,559
520,Snapshots qualité:20150125_115025_bd7f_00408ca694a0_c,0,138,138,138,1128.998,469.565,560
521,Snapshots qualité:20150125_115025_bd7f_00408ca694a0_c,0,90,90,90,1153.497,602.268,560
522,Snapshots qualité:20150125_235024_b50c_00408ca694a0_c,0,166,166,166,1132.061,440.983,562
523,Snapshots qualité:20150125_235024_b50c_00408ca694a0_c,0,122,122,122,1082.042,617.580,562
524,Snapshots qualité:20150125_235024_b50c_00408ca694a0_c,0,191,191,191,1117.769,696.181,562
525,Snapshots qualité:20150125_235024_b50c_00408ca694a0_c,0,150,150,150,724.764,1035.085,562
526,Snapshots qualité:20150126_055023_b090_00408ca694a0_c,0,177,177,177,1228.015,458.336,563
527,Snapshots qualité:20150126_055023_b090_00408ca694a0_c,0,183,183,183,1115.728,694.140,563
528,Snapshots qualité:20150126_055023_b090_00408ca694a0_c,0,148,148,148,854.405,822.760,563
529,Snapshots qualité:20150127_175018_b14c_00408ca694a0_c,0,227,227,227,1127.977,475.690,564
530,Snapshots qualité:20150127_175018_b14c_00408ca694a0_c,0,127,127,127,772.741,762.533,564
531,Snapshots qualité:20150128_055016_ba8d_00408ca694a0_c,0,164,164,164,924.839,711.493,566
532,Snapshots qualité:20150128_115016_9036_00408ca694a0_c,0,177,177,177,982.004,842.155,567
533,Snapshots qualité:20150128_175015_b6aa_00408ca694a0_c,0,140,140,140,788.053,553.270,568
534,Snapshots qualité:20150128_235014_b24a_00408ca694a0_c,0,163,163,163,1065.709,599.206,569
535,Snapshots qualité:20150128_235014_b24a_00408ca694a0_c,0,182,182,182,1051.418,807.448,569
536,Snapshots qualité:20150129_055013_a184_00408ca694a0_c,0,130,130,130,1064.688,598.185,570
537,Snapshots qualité:20150129_115013_9cf9_00408ca694a0_c,0,169,169,169,940.151,745.180,571
538,Snapshots qualité:20150129_175011_a831_00408ca694a0_c,0,107,107,107,988.129,995.274,572
539,Snapshots qualité:20150129_235010_bd7f_00408ca694a0_c,0,173,173,173,832.968,768.658,573
540,Snapshots qualité:20150131_115005_9036_00408ca694a0_c,0,127,127,127,891.153,759.471,574
541,Snapshots qualité:20150131_115005_9036_00408ca694a0_c,0,111,111,111,977.921,873.800,574
542,Snapshots qualité:20150131_115005_9036_00408ca694a0_c,0,174,174,174,867.675,575.728,574
543,Snapshots qualité:20150201_055004_8359_00408ca694a0_c,0,158,158,158,1055.501,600.227,577
544,Snapshots qualité:20150201_055004_8359_00408ca694a0_c,0,182,182,182,715.577,951.380,577
545,Snapshots qualité:20150201_115003_b50c_00408ca694a0_c,0,157,157,157,791.115,672.703,578
546,Snapshots qualité:20150201_175001_bbd2_00408ca694a0_c,0,214,214,214,1057.542,494.064,579
547,Snapshots qualité:20150201_235000_9036_00408ca694a0_c,0,178,178,178,1048.355,590.019,580
548,Snapshots qualité:20150201_235000_9036_00408ca694a0_c,0,134,134,134,1246.389,409.338,580
549,Snapshots qualité:20150202_054959_acb7_00408ca694a0_c,0,123,123,123,1069.792,596.144,581
550,Snapshots qualité:20150202_114959_b9c8_00408ca694a0_c,0,147,147,147,1054.480,571.645,582
551,Snapshots qualité:20150202_114959_b9c8_00408ca694a0_c,0,163,163,163,1141.248,469.565,582
552,Snapshots qualité:20150202_234957_a831_00408ca694a0_c,0,189,189,189,1039.168,602.268,584
553,Snapshots qualité:20150203_054956_bbd2_00408ca694a0_c,0,155,155,155,1208.620,470.586,585
